text,label,prob
"ร้านนี้อยู่ตรงข้ามณัฐวัฒน์เพลสค่ะ ก่อนถึงสามแยกเหมืองหิต เป็นร้านเพิง มีป้ายบอกชัดเจน สามารถจอดรถข้างทางได้ค่ะแต่กลางวันคนจะเยอะมาก

สั่งเส้นมหมี่ต้มยำมาทาน รสชาติพอทานได้ค่ะไม่ได้อร่อยหรือแย่อะไรมาก คือไม่เปรี้ยวแบบต้มยำเลยต้องเติมเอาอีกที สรุปให้แค่3/5พอทานได้ ดีที่ปริมาณเยอะ มีผักให้เติมได้ กับราคาถูกชามละ30บาทค่ะ
คะแนนรวมร้าน⭐️⭐️⭐️
บริการ⭐️⭐️
รสชาติ⭐️⭐️⭐️
ราคา⭐️⭐️⭐️
ความสะอาด สวยงาม⭐️⭐️⭐️",0,0.18476751513707848
นั่งจิบสปายเบาๆ แล้วเราจะสบาย เท้าหย่อนไปในน้ำฟินๆ ที่มัลดีฟส์เมืองไทย ในกาญจนบุรี ธรรมชาติสร้างสรรค์ ความมันจึงบังเกิด รีบอยู่ใยไปเถิด ไปมัลดีฟส์เมืองไทย มีของกินเยอะแยะ เที่ยวไทยมีดีกว่าที่เราคิด #spyclassic,0,0.0013045063554162596
"ถ้าใครมาถึงตลาดใหม่สามย่าน ก็ต้องรุ้จักกับสเต็กอ้วน ผอม เป็นอีกคนต้องไปลองนะค่ะ 
ร้านจะตั้งอยู่ที่ชั้น 2 ของตลาดใหม่สามย่านค่ะ บรรยากาส ก็จะมีที่นั่งให้เลือกเยอะค่ะ เป็นคล้ายๆๆโรงอาหารเลยมีให้เลือกหลายร้านแต่เราเน้นที่ร้านสเต็กอ้วน ผอม 
เมนูทีสั้งก็ต้องไม่พ้นสเต็กรวม จานใหญ่มาก เห็นแล้วต้องตกใจกันไปเลยทีเดียว และก็สปาร์เก็ตตี้ขี้เมาทะเล แช่บเวอร์  จานใหญ่ กินคนเดียวคงไม่หมดแน่นอน 55 เรื่องราคาไม่ได้ใหญ่เหมือนจานเลย ราคาไม่แพงด้วยค่ะ",0,0.00012533746216327317
"ผ่านมาโดยบังเอิญเพราะต้องออกพื้นที่ แต่ ดันง่วงไม่เป็นเวล่ำเวลา :(
แวะมาแบบ งง ๆ แต่ไม่เสียใจเลยค่ะ 
กาแฟเข้มข้น หอม ไม่ติดเปรี้ยวมาก แต่ ติงนี๊ดดดเดียว ใส่นมน้อยไปนิดนึงง่ะ เลยติดเปรี้ยวปลายลิ้น 
ส่วน พิซซ่า ไม่ทันได้ลอง เพราะเวลางาน เร่งเหลือเกิน งือ ๆ เสียใจจุง",0,0.0033766127625322897
วันที่ไป แวะไปช่วงบ่ายๆ หลังจากเสร็จธุระ แล้วก็คิดว่าน่าจะดีว่าไปทานตอนค่ำ คาดว่าคนอาจจะเยอะ เพราะตั้งใจไปจะไปหาร้านบรรยากาศดีๆทานอาหารชิลๆ ราคาเปิดมา พอรู้อยู่ล้วว่าจานหลัก 300-600 แต่อยากพาแฟนไปทานเนื้อแกะ อาหารถือว่าใช้ได้ แต่สปาเก็ตตี้ ไม่ค่อยอร่อย จานแกะ ถือว่าดี ของทานเล่นก็เป็นคริสปี้แฮมชีส ถือว่าใช้ได้ แต่ ... ที่ร้านร้อนไปหน่อย เพราะมีกลุ่มพนักงาน เดินเข้าออก เอาของจาครัวข้ามไปอีกฝั่ง และเปิดประตูทิ้งกว้างไว้ เสียงรถดังมาก เดี๋ยวเดินเข้าเดินออก ไม่เสร็จซักที จริงๆควรมีทางออกด้านข้างให้พนังานขนอาหารออกไป เวลาเรียกสั่งเครื่องดื่ม หรือ ของหวานเพิ่มยากมาก พนักงานบริกรไม่ดูลูกค้าเลย บางที่พนักงานก็คุยกันเองเสียงดังกว่าลูกค้าเสียอีก แต่พอมาถึงโต๊ะ ก็บริการสุภาพดี ขอชื่นชมครับ แต่โดยรวมผมว่ายังไม่คุ้มกับราคาอาหารครับ ไปตามโรงแรมในราคานี้ ได้บริการดีว่านี้นะผมว่า สรุปวันนั้น เสียไปกือบ 2 พัน เสียดายอยู่ครับ ความเห็นส่วนตัวจริงๆนะครับ ท่านที่ไม่เห็นด้วยต้องขออภัยครับ อาจจะเป็นจังหวะไม่มีของผมเองครับ,0,0.9099070121457543
อาหารอิตาเลียนยังไงก็ต้องมากินกันเยอะๆ หลายๆคน เพาาะจานนึงนี่ใหญ่พอสมควร กินคนเดียวไม่ไหวจริงๆ เมนูแนะนำต้องเป็นพาสต้า ต่างๆ พิซซา Parma Ham กับ salami เด่นตรงที่ชีสนุ่ม และแป้งบางๆ ขนมหวานนี่ดีงามเลยทิรามิทสุ จัดมาสวยงาม pana cotta นุ่มเด้งทีเดียว,0,3.747993792577594e-07
กลับมาอีกครั้งกับการรีวิว ร้ายก๋วยเตี๋ยวเนื้อวัว@สุราษฎร์ธานี(น่าน) ซึ่งนักชิมไม่ควรพลาดเลยทีเดียว ดิฉันไปทานเกือบทุกวันเสาร์ บางคนคิดว่าราคาแพง แต่จริงๆแล้วถ้ามาลองชิมจะรู้เลยว่าของเขาดีจริงๆ คุ้มค่ากับราคา ด้วยรสชาดที่อร่อย วัตถุดิบที่อัดแน่น เข้มข้น ลงตัว ดิฉันจะชอบทานสองใจลังเล ใส่แต่ใส้หวาน เอ็นแก้ว เนื้อตุ๋น แล้วอีกเมนูคือหม้อไฟทานกับข้าวสวยร้อนๆเข้ากันๆ ถ้าหากผ่านมาหรือตั้งใจมาก็ตาม ลองชิมนะคะ อยู่ตรงข้ามกับเทศบาลจังหวัดน่านหน้ากาดน่านคะ,0,1.5960881478604666e-08
"เดินสายเกาหลีต้องมาชิมชอบเกาหลีต้องมาาลองง
ตัวร้านที่บรรยากาศค่อนข้างดีตามสไตล์เกาหลี 
พนักงานเสิร์ฟเรียกยาก พนักงานเหมือนจะไม่เพียงพอเวลาลูกค้าเยอะๆ แต่โดยรวมก็บริการดีคะ 
ส่วนอาหารที่สั่งมาก็มีของขึ้นชื่อร้านเลย(จำชื่อเมนูจริงๆไม่ได้ขอเรียกตามความรู้สึกเลยนะคะ)
1.บิบัมบับปลาหมึก ปลาหมึกค่อนข้างเล็กแล้วก็น้อยด้วย ตัวข้าวพอคลุกกันแล้วโอเคเลย เติมโคชูจังสักหน่อยอร่อยเลย
2.ซุปกิมจิ รสชาติโอเคเลยแต่เหมือนขาดอะไรไปสักอย่างเลยยังรู้สึกไม่โดนใจ เครื่องแน่นมากก
3.คิมบับ ปั่นมาก้อนเบ้อเร้อเลย เครื่องแน่นมากๆ จานนี้ถูกใจมาก อร่อยด้วยยย เยอะะอิ้มมากก
4.ชาเขียวร้อนอะไรสักอย่างง กลิ่นหอมดีคะ จิบๆไปก็เพลินดี
5.ชาเขียวเย็น ก็รู้สึกเหมือนชาเขียวทั่วไปนะคะ
 
บางอย่างรสชาติยังไม่ถูกปากแต่โดยรวมก็โอเค มีเครืองเคียงเติมฟรีนะคะ ปลาอร่อยมากก ใครว่างก็แวะมาชิมนะคะ บิบิมบับขึ้นชื่อจริงๆ",0,0.0004442183419409902
หลอกได้ก้อได้ พวกที่ไม่ศึกษา แหละ และส่วนใหญ่คนไทย ชอบพูดในขณะที่รู้ไม่จิง,0,0.9983515171024067
ถึงชื่อจะเน้นเป็ด ร้านนี้ไม่ได้มีแค่เป็ดนะจ้ะ เมนูเยอะแยะเลย ราคาก็ดี หลัก 10 ยันหลัก 500 มาคนเดียว 100 เอาอยู่เหลือเฟือ บรรยากาศร้านไม่ต้องห่วงลมโกรกดีมาก พัดลมนี่ไม่ต้องเปิดเลย  ตอนนี้มีโปร ไลค์ แชร์ ฟรี เครื่องดื่ม 1 ขวดนะจ้ะ,1,0.600188359260205
